Hand,Player Profit,Running Count,True Count,Current Bet Size,Player Wins,Dealer Wins,Ties,Player Blackjacks,Dealer Blackjacks
21,305.0,15,3,30,3,6,4,2,1
22,275.0,13,3,30,3,7,4,2,1
23,315.0,18,4,40,4,7,4,2,1
25,355.0,15,5,50,5,8,4,3,1
26,405.0,18,5,50,6,8,4,3,1
27,345.0,16,6,60,6,9,4,3,1
28,295.0,20,5,50,6,10,4,3,1
29,355.0,20,6,60,7,10,4,3,1
30,415.0,22,6,60,8,10,4,3,1
31,485.0,25,7,70,1,10,4,3,1
32,405.0,29,8,80,1,11,4,3,1
33,545.0,29,14,140,1,11,4,3,1
34,685.0,29,14,140,1,11,4,3,1
36,755.0,30,14,140,2,12,4,4,1
38,830.0,35,15,150,3,13,4,5,1
39,1000.0,38,17,170,4,13,4,5,1
40,1000.0,36,19,190,4,13,5,5,1
42,1460.0,38,19,190,1,13,5,6,1
1,-10,-4,0,10,0,1,0,0,0
2,-20,-5,-1,10,0,2,0,0,0
4,-20,-6,-1,10,1,3,0,0,1
5,50,-5,-1,10,5,3,0,0,1
6,60,-5,-1,10,6,3,0,0,1
7,70,-7,-1,10,1,3,0,0,1
8,60,-1,-2,10,1,4,0,0,1
9,70,-1,-1,10,1,4,0,0,1
10,80,-5,-1,10,1,4,0,0,1
11,70,-8,-1,10,1,5,0,0,1
12,80,-3,-2,10,2,5,0,0,1
13,70,-2,-1,10,2,6,0,0,1
14,60,-2,-1,10,2,7,0,0,1
15,50,-2,-1,10,2,8,0,0,1
16,40,0,-1,10,2,9,0,0,1
17,30,3,0,10,2,10,0,0,1
18,20,8,0,10,2,11,0,0,1
19,40,6,2,20,3,11,0,0,1
20,50,8,1,10,4,11,0,0,1
21,50,4,2,20,4,11,1,0,1
22,40,6,1,10,4,12,1,0,1
23,50,4,1,10,1,12,1,0,1
24,40,8,1,10,1,13,1,0,1
25,20,7,2,20,1,14,1,0,1
26,20,6,2,20,1,14,2,0,1
27,0,13,2,20,1,15,2,0,1
28,-40,14,4,40,1,16,2,0,1
29,0,14,4,40,2,16,2,0,1
30,-40,14,4,40,2,17,2,0,1
31,0,15,4,40,3,17,2,0,1
32,-50,20,5,50,3,18,2,0,1
33,-150,20,10,100,3,19,2,0,1
34,-50,18,10,100,1,19,2,0,1
35,-50,19,9,90,1,19,3,0,1
38,-85.0,20,8,80,2,21,3,1,2
39,15.0,21,10,100,3,21,3,1,2
40,115.0,20,10,100,1,21,3,1,2
41,215.0,20,10,100,1,21,3,1,2
42,315.0,21,10,100,2,21,3,1,2
1,-10,3,0,10,0,1,0,0,0
2,0,8,0,10,1,1,0,0,0
4,-20,9,1,10,1,3,0,0,1
5,-10,12,1,10,2,3,0,0,1
6,10,13,2,20,3,3,0,0,1
7,-10,11,2,20,3,4,0,0,1
8,10,11,2,20,4,4,0,0,1
9,-10,12,2,20,4,5,0,0,1
10,10,14,2,20,5,5,0,0,1
11,30,17,2,20,6,5,0,0,1
12,0,17,3,30,6,6,0,0,1
13,-30,19,3,30,6,7,0,0,1
14,-60,20,3,30,6,8,0,0,1
15,-60,18,5,50,6,8,1,0,1
16,-20,21,4,40,1,8,1,0,1
17,-70,16,5,50,1,9,1,0,1
18,-110,18,4,40,1,10,1,0,1
19,-150,19,4,40,1,11,1,0,1
20,-190,19,4,40,1,12,1,0,1
21,-150,16,4,40,2,12,1,0,1
22,-190,17,4,40,2,13,1,0,1
23,-190,18,4,40,2,13,2,0,1
24,-130,15,6,60,3,13,2,0,1
25,-80,23,5,50,4,13,2,0,1
26,-10,24,7,70,5,13,2,0,1
27,70,22,8,80,1,13,2,0,1
28,140,24,7,70,1,13,2,0,1
31,50,16,6,60,2,15,2,0,3
32,0,14,5,50,2,16,2,0,3
33,40,15,4,40,3,16,2,0,3
35,-80,10,5,50,3,18,2,0,4
36,-30,14,5,50,4,18,2,0,4
37,-30,12,7,70,4,18,3,0,4
38,-90,13,6,60,4,19,3,0,4
39,-30,16,6,60,1,19,3,0,4
40,-30,19,8,80,1,19,4,0,4
41,-120,20,9,90,1,20,4,0,4
42,-20,17,10,100,1,20,4,0,4
1,-10,1,0,10,0,1,0,0,0
2,-20,3,0,10,0,2,0,0,0
3,-10,2,0,10,1,2,0,0,0
4,0,2,0,10,2,2,0,0,0
5,-10,7,0,10,2,3,0,0,0
6,-20,10,1,10,2,4,0,0,0
7,0,7,2,20,3,4,0,0,0
8,-10,5,1,10,3,5,0,0,0
9,0,8,1,10,1,5,0,0,0
10,10,7,1,10,1,5,0,0,0
11,20,11,1,10,2,5,0,0,0
12,40,8,2,20,1,5,0,0,0
13,30,9,1,10,1,6,0,0,0
14,20,14,1,10,1,10,0,0,0
15,-10,12,3,30,1,11,0,0,0
16,-40,12,3,30,1,12,0,0,0
17,-10,8,3,30,1,12,0,0,0
18,-30,9,2,20,1,13,0,0,0
19,-50,11,2,20,1,14,0,0,0
21,-50,9,2,20,2,15,0,0,1
23,-40.0,10,2,20,3,16,0,1,1
25,-40.0,14,3,30,4,17,0,1,2
26,0.0,12,4,40,5,17,0,1,2
27,-40.0,12,4,40,5,18,0,1,2
28,-80.0,13,4,40,5,19,0,1,2
29,-40.0,11,4,40,6,19,0,1,2
30,-10.0,14,3,30,7,19,0,1,2
31,-50.0,12,4,40,7,20,0,1,2
32,-90.0,13,4,40,7,21,0,1,2
33,-150.0,15,6,60,7,22,0,1,2
34,-220.0,14,7,70,7,23,0,1,2
35,-150.0,11,7,70,8,23,0,1,2
36,-200.0,13,5,50,8,24,0,1,2
37,-260.0,10,6,60,8,25,0,1,2
38,-310.0,10,5,50,8,26,0,1,2
39,-360.0,14,5,50,8,27,0,1,2
40,-290.0,14,7,70,9,28,0,1,2
2,5.0,-2,-1,10,1,1,0,1,0
3,-5.0,4,-1,10,1,3,0,1,0
4,-15.0,5,0,10,1,4,0,1,0
5,-25.0,9,0,10,1,5,0,1,0
6,-15.0,13,1,10,2,5,0,1,0
7,5.0,15,2,20,3,5,0,1,0
8,-25.0,19,3,30,3,6,0,1,0
9,5.0,20,3,30,4,6,0,1,0
10,-35.0,17,4,40,4,7,0,1,0
11,-5.0,15,3,30,1,7,0,1,0
12,-5.0,15,3,30,1,7,1,1,0
13,-35.0,16,3,30,1,8,1,1,0
14,-65.0,15,3,30,1,9,1,1,0
15,-35.0,16,3,30,2,9,1,1,0
16,5.0,17,4,40,1,9,1,1,0
17,45.0,19,4,40,1,9,1,1,0
18,85.0,15,4,40,1,9,1,1,0
19,55.0,15,3,30,1,10,1,1,0
20,55.0,15,3,30,1,10,2,1,0
21,25.0,16,3,30,1,11,2,1,0
22,25.0,16,4,40,1,11,3,1,0
23,-15.0,17,4,40,1,12,3,1,0
24,25.0,18,4,40,1,12,3,1,0
25,65.0,19,4,40,2,12,3,1,0
26,5.0,18,6,60,2,13,3,1,0
27,65.0,22,6,60,1,13,3,1,0
28,-5.0,23,7,70,1,14,3,1,0
29,65.0,25,7,70,1,14,3,1,0
30,145.0,25,8,80,2,14,3,1,0
31,145.0,22,8,80,2,14,4,1,0
32,215.0,20,7,70,1,14,4,1,0
33,155.0,22,6,60,1,15,4,1,0
34,155.0,22,11,110,1,15,5,1,0
35,265.0,21,11,110,1,15,5,1,0
36,165.0,23,10,100,1,16,5,1,0
37,55.0,25,11,110,1,17,5,1,0
38,-65.0,25,12,120,1,18,5,1,0
40,-315.0,31,13,130,1,20,5,1,1
41,-465.0,31,15,150,1,21,5,1,1
42,-465.0,32,15,150,1,21,6,1,1
43,-465.0,29,16,160,1,21,7,1,1
2,15.0,-4,-1,10,1,0,1,1,0
3,25.0,-4,-1,10,2,0,1,1,0
5,30.0,-7,-2,10,3,1,1,2,0
6,20.0,-8,-2,10,3,2,1,2,0
7,30.0,-7,-2,10,4,2,1,2,0
8,40.0,-10,-2,10,5,2,1,2,0
9,50.0,-9,-2,10,6,2,1,2,0
10,40.0,-10,-2,10,6,3,1,2,0
11,30.0,-9,-2,10,6,4,1,2,0
12,40.0,-8,-2,10,7,4,1,2,0
13,30.0,-8,-2,10,7,5,1,2,0
14,20.0,-5,-2,10,7,6,1,2,0
15,10.0,-8,-1,10,7,7,1,2,0
17,-10.0,-3,-2,10,7,9,1,2,1
18,-10.0,-5,-1,10,7,9,2,2,1
19,0.0,-6,-2,10,8,9,2,2,1
20,-10.0,-5,-2,10,8,10,2,2,1
21,0.0,-7,-2,10,1,10,2,2,1
22,10.0,-7,-2,10,2,10,2,2,1
23,0.0,-6,-2,10,2,13,2,2,1
24,-10.0,-2,-2,10,2,14,2,2,1
25,-10.0,3,-1,10,2,14,3,2,1
26,-20.0,-1,1,10,2,15,3,2,1
27,-30.0,-1,-1,10,2,16,3,2,1
28,-20.0,2,-1,10,3,16,3,2,1
29,-30.0,-1,0,10,3,17,3,2,1
30,-40.0,3,-1,10,3,18,3,2,1
31,-50.0,6,1,10,3,19,3,2,1
32,-70.0,6,2,20,3,20,3,2,1
33,-50.0,4,2,20,1,20,3,2,1
34,-70.0,-2,2,20,1,21,3,2,1
35,-60.0,1,-1,10,1,21,3,2,1
36,-70.0,-3,0,10,1,22,3,2,1
37,-80.0,-3,-2,10,1,23,3,2,1
38,-70.0,-5,-2,10,1,23,3,2,1
39,-60.0,-6,-3,10,1,23,3,2,1
40,-70.0,-6,-3,10,1,24,3,2,1
41,-60.0,-2,-3,10,1,24,3,2,1
42,-50.0,-1,-1,10,1,24,3,2,1
43,-40.0,1,-1,10,1,24,3,2,1
1,10,1,0,10,1,0,0,0,0
2,20,1,0,10,2,0,0,0,0
3,10,2,0,10,2,1,0,0,0
4,0,4,0,10,2,2,0,0,0
5,10,3,0,10,3,2,0,0,0
6,20,2,0,10,4,2,0,0,0
7,20,3,0,10,4,2,1,0,0
8,30,4,0,10,5,2,1,0,0
9,20,9,0,10,5,3,1,0,0
10,10,10,1,10,5,4,1,0,0
11,-10,16,2,20,5,5,1,0,0
12,-40,18,3,30,5,6,1,0,0
13,-10,18,3,30,1,7,1,0,0
14,20,18,3,30,1,7,1,0,0
15,-20,17,4,40,1,8,1,0,0
16,-60,14,4,40,1,9,1,0,0
17,-30,15,3,30,1,9,1,0,0
18,0,16,3,30,2,9,1,0,0
19,40,15,4,40,3,9,1,0,0
20,70,16,3,30,4,9,1,0,0
21,70,14,4,40,4,9,2,0,0
22,40,10,3,30,4,10,2,0,0
23,20,10,2,20,4,11,2,0,0
24,50,10,3,30,5,11,2,0,0
25,80,10,3,30,6,11,2,0,0
27,50,15,4,40,6,12,3,0,1
28,100,18,5,50,7,12,3,0,1
29,160,19,6,60,1,12,3,0,1
30,100,22,6,60,1,13,3,0,1
31,170,25,7,70,2,13,3,0,1
32,250,22,8,80,3,13,3,0,1
33,320,21,7,70,4,13,3,0,1
34,420,20,10,100,5,13,3,0,1
35,520,19,10,100,1,13,3,0,1
36,520,15,9,90,1,13,4,0,1
37,730,17,7,70,3,13,4,0,1
38,650,18,8,80,3,14,4,0,1
40,865.0,18,8,80,1,14,4,1,1
41,775.0,14,9,90,1,15,4,1,1
42,705.0,16,7,70,1,16,4,1,1
1,-10,3,0,10,0,2,0,0,0
2,-20,5,0,10,0,3,0,0,0
4,-20,3,0,10,1,4,0,0,1
5,-30,3,0,10,1,5,0,0,1
6,-40,0,0,10,1,6,0,0,1
8,-40,-4,-1,10,1,7,0,0,2
9,-30,-5,-1,10,2,7,0,0,2
10,-30,-6,-1,10,2,7,1,0,2
11,-20,-10,-2,10,1,7,1,0,2
12,-30,-10,-2,10,1,8,1,0,2
13,-20,-7,-2,10,1,8,1,0,2
14,-30,-3,-2,10,1,9,1,0,2
15,-20,0,-1,10,1,9,1,0,2
17,-10,-2,-1,10,2,9,2,1,3
18,-20,-3,-1,10,2,10,2,1,3
20,-20,-4,-1,10,3,11,2,1,4
21,-10,-5,-1,10,4,11,2,1,4
22,-20,-7,-2,10,4,12,2,1,4
23,-10,-6,-2,10,5,12,2,1,4
24,0,-2,-2,10,1,12,2,1,4
26,-20,2,-1,10,1,14,2,1,5
27,-30,2,0,10,1,15,2,1,5
28,-40,3,0,10,1,16,2,1,5
29,-50,2,1,10,1,17,2,1,5
30,-40,0,0,10,2,17,2,1,5
31,-30,-1,0,10,1,17,2,1,5
32,-40,1,-1,10,1,18,2,1,5
33,-50,5,0,10,1,19,2,1,5
34,-40,7,1,10,1,19,2,1,5
35,-10,5,3,30,1,19,2,1,5
36,10,2,2,20,1,19,2,1,5
37,0,4,1,10,1,20,2,1,5
38,20,3,2,20,1,20,2,1,5
40,30,10,2,20,1,21,2,1,6
41,-20,10,5,50,1,22,2,1,6
42,-70,13,5,50,1,23,2,1,6
43,-10,17,6,60,2,23,2,1,6
1,0,2,0,10,0,0,1,0,0
2,-10,5,0,10,0,1,1,0,0
3,-20,7,0,10,0,2,1,0,0
4,-30,11,1,10,0,3,1,0,0
5,-50,10,2,20,0,4,1,0,0
6,-70,10,2,20,0,5,1,0,0
8,-90,9,2,20,0,6,2,0,1
9,-80,11,1,10,1,6,2,0,1
10,-100,11,2,20,1,7,2,0,1
11,-100,7,2,20,1,7,3,0,1
12,-110,4,1,10,1,8,3,0,1
13,-120,1,0,10,1,9,3,0,1
14,-110,4,0,10,2,9,3,0,1
15,-100,8,1,10,3,9,3,0,1
16,-120,6,2,20,3,10,3,0,1
17,-130,5,1,10,3,11,3,0,1
19,-125.0,5,1,10,4,12,3,1,1
20,-115.0,4,1,10,5,12,3,1,1
21,-115.0,5,1,10,5,13,4,1,1
22,-105.0,2,1,10,6,13,4,1,1
23,-95.0,1,0,10,1,13,4,1,1
24,-105.0,0,0,10,1,14,4,1,1
25,-95.0,1,0,10,2,14,4,1,1
26,-85.0,2,0,10,3,14,4,1,1
27,-75.0,2,0,10,4,14,4,1,1
28,-65.0,4,0,10,5,14,4,1,1
29,-55.0,1,1,10,6,14,4,1,1
30,-45.0,7,0,10,1,14,4,1,1
31,-25.0,7,2,20,1,14,4,1,1
32,-55.0,3,3,30,1,15,4,1,1
33,-65.0,4,1,10,1,16,4,1,1
34,-85.0,5,2,20,1,17,4,1,1
35,-65.0,1,2,20,2,17,4,1,1
37,-85.0,-2,-1,10,2,19,4,1,2
39,-70.0,4,0,10,3,19,5,2,2
40,-90.0,10,2,20,3,20,5,2,2
1,10,-4,0,10,1,0,0,0,0
2,10,-5,-1,10,1,0,1,0,0
3,0,-7,-1,10,1,1,1,0,0
4,10,-7,-2,10,2,1,1,0,0
5,20,-8,-2,10,1,1,1,0,0
6,30,-6,-2,10,2,1,1,0,0
7,20,-6,-2,10,2,2,1,0,0
8,30,-1,-2,10,3,2,1,0,0
9,40,-2,-1,10,1,2,1,0,0
10,30,-2,-1,10,1,3,1,0,0
11,40,-1,-1,10,2,3,1,0,0
12,30,3,-1,10,2,4,1,0,0
13,20,2,0,10,2,5,1,0,0
14,10,1,0,10,2,6,1,0,0
15,0,-1,0,10,2,7,1,0,0
16,10,5,-1,10,3,7,1,0,0
17,20,6,1,10,4,7,1,0,0
18,10,6,1,10,4,8,1,0,0
19,0,9,1,10,4,9,1,0,0
20,20,10,2,20,5,9,1,0,0
21,40,6,2,20,6,9,1,0,0
22,50,5,1,10,7,9,1,0,0
23,40,10,1,10,7,10,1,0,0
24,10,14,3,30,7,11,1,0,0
25,-30,16,4,40,7,12,1,0,0
26,-80,19,5,50,7,13,1,0,0
27,-20,21,6,60,8,13,1,0,0
28,-90,22,7,70,8,14,1,0,0
29,-160,26,7,70,8,15,1,0,0
30,-80,26,8,80,1,15,1,0,0
31,0,26,8,80,2,15,1,0,0
32,0,25,13,130,2,15,2,0,0
33,-120,28,12,120,2,16,2,0,0
34,-260,26,14,140,2,17,2,0,0
35,-130,23,13,130,3,17,2,0,0
36,-240,25,11,110,3,18,2,0,0
37,-360,23,12,120,3,19,2,0,0
38,-360,19,11,110,3,19,3,0,0
39,-450,18,9,90,3,20,3,0,0
40,-540,20,9,90,3,21,3,0,0
41,-440,22,10,100,4,21,3,0,0
1,-10,6,0,10,0,1,0,0,0
2,0,9,1,10,1,1,0,0,0
3,10,10,1,10,1,2,0,0,0
4,20,13,1,10,2,2,0,0,0
6,20,13,2,20,3,3,0,0,1
7,40,13,2,20,4,3,0,0,1
8,40,18,2,20,4,3,1,0,1
9,70,17,3,30,5,3,1,0,1
10,100,19,3,30,6,3,1,0,1
11,130,16,3,30,7,3,1,0,1
12,160,20,3,30,8,3,1,0,1
13,120,16,4,40,8,4,1,0,1
14,90,18,3,30,8,5,1,0,1
15,130,18,4,40,1,5,1,0,1
16,90,22,4,40,1,6,1,0,1
17,40,27,5,50,1,7,1,0,1
18,100,31,6,60,1,7,1,0,1
19,100,31,7,70,1,7,2,0,1
20,30,32,7,70,1,8,2,0,1
22,220.0,29,7,70,1,8,2,1,1
25,145.0,23,9,90,2,10,2,2,2
26,215.0,19,7,70,1,10,2,2,2
27,275.0,19,6,60,1,10,2,2,2
28,215.0,23,6,60,1,11,2,2,2
29,285.0,20,7,70,2,11,2,2,2
30,225.0,19,6,60,2,12,2,2,2
31,285.0,18,6,60,3,12,2,2,2
32,345.0,17,6,60,4,12,2,2,2
33,265.0,12,8,80,4,13,2,2,2
34,205.0,16,6,60,4,14,2,2,2
35,285.0,21,8,80,5,14,2,2,2
36,285.0,19,10,100,5,14,3,2,2
37,195.0,17,9,90,5,15,3,2,2
38,275.0,16,8,80,1,15,3,2,2
39,355.0,19,8,80,2,15,3,2,2
40,445.0,22,9,90,3,15,3,2,2
41,555.0,20,11,110,1,15,3,2,2
1,0,-3,0,10,0,0,1,0,0
2,-10,-4,-1,10,0,1,1,0,0
3,-20,-6,-1,10,0,2,1,0,0
4,-10,-6,-1,10,1,2,1,0,0
5,0,-1,-1,10,1,2,1,0,0
6,-10,-1,-1,10,1,3,1,0,0
7,-20,-1,-1,10,1,4,1,0,0
8,-20,1,-1,10,1,4,2,0,0
9,-30,2,0,10,1,5,2,0,0
10,-40,5,0,10,1,6,2,0,0
11,-30,6,1,10,1,6,2,0,0
12,-20,4,1,10,1,6,2,0,0
13,-10,6,0,10,2,6,2,0,0
15,-10,1,1,10,3,7,2,0,1
16,0,0,0,10,4,7,2,0,1
17,10,4,0,10,5,7,2,0,1
18,10,2,1,10,5,7,3,0,1
19,20,6,0,10,1,7,3,0,1
20,20,8,1,10,1,7,4,0,1
21,0,8,2,20,1,8,4,0,1
22,-20,6,2,20,1,9,4,0,1
23,-10,9,1,10,2,9,4,0,1
24,-40,9,3,30,2,10,4,0,1
25,-70,12,3,30,2,11,4,0,1
26,50,11,4,40,1,11,4,0,1
27,80,8,3,30,1,11,4,0,1
28,60,8,2,20,1,12,4,0,1
29,40,11,2,20,1,13,4,0,1
30,70,7,3,30,1,13,4,0,1
31,50,8,2,20,1,14,4,0,1
32,70,9,2,20,1,14,4,0,1
33,110,11,4,40,2,14,4,0,1
34,60,11,5,50,2,15,4,0,1
35,10,10,5,50,2,16,4,0,1
36,60,11,5,50,3,16,4,0,1
37,110,9,5,50,4,16,4,0,1
38,70,9,4,40,4,17,4,0,1
39,30,7,4,40,4,18,4,0,1
40,0,6,3,30,4,19,4,0,1
41,30,8,3,30,1,19,4,0,1
1,10,1,0,10,1,0,0,0,0
2,0,1,0,10,1,1,0,0,0
3,-10,2,0,10,1,2,0,0,0
4,-10,3,0,10,1,2,1,0,0
5,-10,6,0,10,1,2,2,0,0
6,0,8,1,10,2,2,2,0,0
7,-10,7,1,10,2,3,2,0,0
8,-20,4,1,10,2,4,2,0,0
9,-10,5,0,10,1,4,2,0,0
11,-5.0,3,0,10,2,5,2,1,0
12,5.0,8,0,10,3,5,2,1,0
13,-5.0,9,1,10,3,6,2,1,0
14,5.0,10,1,10,4,6,2,1,0
15,25.0,8,2,20,1,6,2,1,0
16,45.0,6,2,20,1,6,2,1,0
17,55.0,7,1,10,1,6,2,1,0
18,65.0,7,1,10,1,6,2,1,0
19,65.0,3,1,10,1,6,3,1,0
20,75.0,2,0,10,2,6,3,1,0
21,85.0,3,0,10,1,6,3,1,0
22,95.0,2,0,10,1,6,3,1,0
24,120.0,-2,0,10,3,6,3,2,0
25,110.0,-4,-1,10,3,7,3,2,0
26,100.0,-7,-2,10,3,8,3,2,0
27,90.0,-7,-3,10,3,9,3,2,0
28,80.0,-4,-3,10,3,10,3,2,0
29,70.0,-2,-2,10,3,11,3,2,0
30,100.0,-5,-1,10,1,11,3,2,0
31,90.0,-10,-2,10,1,12,3,2,0
32,100.0,-8,-4,10,2,12,3,2,0
33,100.0,-5,-3,10,2,12,4,2,0
34,110.0,-1,-2,10,3,12,4,2,0
35,100.0,4,-1,10,3,13,4,2,0
36,120.0,2,2,20,4,13,4,2,0
37,110.0,1,1,10,4,14,4,2,0
38,120.0,0,0,10,5,14,4,2,0
39,130.0,1,0,10,6,14,4,2,0
40,140.0,0,0,10,7,14,4,2,0
41,140.0,-2,0,10,7,14,5,2,0
42,130.0,1,-1,10,7,15,5,2,0
43,120.0,4,0,10,7,16,5,2,0
1,10,3,0,10,1,0,0,0,0
2,0,7,0,10,1,1,0,0,0
3,10,7,1,10,2,1,0,0,0
4,0,12,1,10,2,2,0,0,0
5,-20,8,2,20,2,3,0,0,0
6,-30,4,1,10,2,4,0,0,0
7,-20,4,0,10,3,4,0,0,0
8,-10,7,0,10,1,4,0,0,0
9,-20,5,1,10,1,5,0,0,0
10,-30,1,1,10,1,6,0,0,0
11,-40,5,0,10,1,7,0,0,0
12,-40,5,1,10,1,7,1,0,0
13,-30,8,1,10,1,7,1,0,0
14,-40,10,1,10,1,8,1,0,0
15,-20,12,2,20,2,8,1,0,0
16,10,10,3,30,1,8,1,0,0
17,-10,6,2,20,1,9,1,0,0
18,-20,9,1,10,1,10,1,0,0
19,-40,11,2,20,1,11,1,0,0
20,-20,14,2,20,2,11,1,0,0
21,-50,13,3,30,2,12,1,0,0
22,-20,11,3,30,1,12,1,0,0
23,-50,15,3,30,1,13,1,0,0
24,-100,13,5,50,1,14,1,0,0
25,-60,12,4,40,2,14,1,0,0
26,-100,16,4,40,2,15,1,0,0
27,-150,14,5,50,2,16,1,0,0
28,-190,16,4,40,2,17,1,0,0
29,-240,11,5,50,2,18,1,0,0
30,-210,10,3,30,1,18,1,0,0
31,-240,6,3,30,1,19,1,0,0
32,-270,6,3,30,1,20,1,0,0
33,-240,6,3,30,1,20,1,0,0
34,-210,4,3,30,1,20,1,0,0
35,-210,7,2,20,1,20,2,0,0
36,-240,7,3,30,1,21,2,0,0
38,-290,2,2,20,1,23,2,0,1
39,-280,1,1,10,2,23,2,0,1
40,-280,6,0,10,2,24,3,0,1
41,-250,4,3,30,1,24,3,0,1
1,-10,5,0,10,0,1,0,0,0
2,0,7,0,10,1,1,0,0,0
3,10,11,1,10,2,1,0,0,0
4,0,10,1,10,2,2,0,0,0
5,10,13,1,10,3,2,0,0,0
6,110,16,2,20,6,2,0,0,0
7,140,18,3,30,7,2,0,0,0
8,170,21,3,30,1,2,0,0,0
9,170,22,4,40,1,2,1,0,0
10,210,25,4,40,2,2,1,0,0
11,160,29,5,50,2,3,1,0,0
12,160,28,5,50,2,3,2,0,0
13,90,33,7,70,2,4,2,0,0
15,80,29,7,70,3,5,2,0,1
16,10,24,7,70,3,6,2,0,1
17,70,25,6,60,1,6,2,0,1
18,130,29,6,60,1,6,2,0,1
19,200,25,7,70,1,6,2,0,1
20,140,23,6,60,1,7,2,0,1
22,215.0,28,6,60,2,7,3,1,1
23,125.0,31,9,90,2,8,3,1,1
24,25.0,34,10,100,2,9,3,1,1
25,135.0,29,11,110,3,9,3,1,1
26,45.0,29,9,90,3,10,3,1,1
27,-45.0,24,9,90,3,11,3,1,1
28,-125.0,24,8,80,3,12,3,1,1
29,-45.0,25,8,80,1,12,3,1,1
30,35.0,23,8,80,1,12,3,1,1
31,105.0,25,7,70,2,12,3,1,1
32,225.0,24,12,120,3,12,3,1,1
35,145.0,22,11,110,4,14,3,2,2
36,255.0,25,11,110,1,14,3,2,2
37,135.0,24,12,120,1,15,3,2,2
38,15.0,26,12,120,1,16,3,2,2
39,-115.0,27,13,130,1,17,3,2,2
40,15.0,30,13,130,1,17,3,2,2
41,-135.0,27,15,150,1,18,3,2,2
42,-265.0,24,13,130,1,19,3,2,2
1,10,-1,0,10,1,0,0,0,0
2,20,-1,-1,10,1,0,0,0,0
3,10,0,-1,10,1,1,0,0,0
5,10,3,0,10,2,2,0,0,1
6,20,4,0,10,3,2,0,0,1
7,10,7,0,10,3,3,0,0,1
8,0,12,1,10,3,5,0,0,1
9,-20,13,2,20,3,6,0,0,1
10,0,8,2,20,4,6,0,0,1
12,10,15,2,20,5,7,0,0,2
13,40,19,3,30,6,7,0,0,2
14,10,18,3,30,6,8,0,0,2
15,10,18,4,40,6,8,1,0,2
16,-30,22,4,40,6,9,1,0,2
17,20,23,5,50,7,9,1,0,2
18,70,22,5,50,1,9,1,0,2
19,120,24,5,50,2,9,1,0,2
20,60,25,6,60,2,10,1,0,2
21,120,24,6,60,3,10,1,0,2
22,60,23,6,60,3,11,1,0,2
23,10,23,5,50,3,12,1,0,2
24,-40,24,5,50,3,13,1,0,2
25,40,25,8,80,1,13,1,0,2
26,-40,26,8,80,1,14,1,0,2
27,200,29,8,80,3,14,1,0,2
28,290,29,9,90,4,14,1,0,2
29,380,31,9,90,5,14,1,0,2
30,380,33,10,100,5,14,2,0,2
31,270,30,11,110,5,15,2,0,2
32,270,26,10,100,5,15,3,0,2
33,350,26,8,80,6,15,3,0,2
34,220,28,13,130,6,16,3,0,2
35,360,31,14,140,7,16,3,0,2
36,510,31,15,150,8,16,3,0,2
37,660,32,15,150,1,16,3,0,2
38,500,36,16,160,1,17,3,0,2
40,940.0,35,17,170,3,17,3,1,2
41,940.0,33,17,170,3,17,4,1,2
42,780.0,37,16,160,3,18,4,1,2
1,-10,1,0,10,0,1,0,0,0
2,-20,5,0,10,0,2,0,0,0
3,-10,7,0,10,1,2,0,0,0
5,5.0,3,1,10,2,2,1,1,0
6,-5.0,0,0,10,2,3,1,1,0
7,-15.0,4,0,10,2,4,1,1,0
8,-5.0,0,0,10,1,4,1,1,0
9,-15.0,-2,0,10,1,5,1,1,0
11,-35.0,-1,-1,10,1,7,1,1,1
12,-45.0,3,-1,10,1,8,1,1,1
13,-35.0,0,0,10,2,8,1,1,1
14,-45.0,6,0,10,2,9,1,1,1
15,-55.0,7,1,10,2,10,1,1,1
16,-45.0,4,1,10,3,10,1,1,1
17,-55.0,4,1,10,3,11,1,1,1
18,-65.0,4,1,10,3,12,1,1,1
19,-75.0,5,1,10,3,13,1,1,1
20,-65.0,4,1,10,1,13,1,1,1
21,-75.0,8,1,10,1,14,1,1,1
22,-95.0,4,2,20,1,15,1,1,1
23,-95.0,6,1,10,1,15,2,1,1
24,-85.0,8,1,10,2,15,2,1,1
25,-105.0,9,2,20,2,16,2,1,1
26,-75.0,11,3,30,1,16,2,1,1
27,-105.0,15,3,30,1,17,2,1,1
28,-55.0,12,5,50,1,17,2,1,1
29,-15.0,12,4,40,1,17,2,1,1
30,-55.0,14,4,40,1,18,2,1,1
31,-95.0,10,4,40,1,19,2,1,1
32,-95.0,10,3,30,1,19,3,1,1
33,-125.0,13,3,30,1,20,3,1,1
34,-165.0,16,4,40,1,22,3,1,1
35,-85.0,16,8,80,2,22,3,1,1
36,-5.0,16,8,80,1,22,3,1,1
37,-85.0,12,8,80,1,23,3,1,1
38,-25.0,13,6,60,2,23,3,1,1
39,35.0,11,6,60,1,23,3,1,1
40,-15.0,11,5,50,1,24,3,1,1
41,85.0,10,5,50,1,24,4,1,1
42,35.0,14,5,50,1,25,4,1,1
1,-10,3,0,10,0,1,0,0,0
2,-20,1,0,10,0,2,0,0,0
3,-30,6,0,10,0,3,0,0,0
4,-20,6,1,10,1,3,0,0,0
