Hand,Player Profit,Running Count,True Count,Current Bet Size,Player Wins,Dealer Wins,Ties,Player Blackjacks,Dealer Blackjacks
1,0,-4,0,10,0,0,1,0,0
2,10,-8,-1,10,1,0,1,0,0
3,20,-8,-2,10,2,0,1,0,0
4,30,-7,-2,10,3,0,1,0,0
5,20,-7,-2,10,3,1,1,0,0
6,30,-8,-2,10,1,1,1,0,0
7,20,-3,-2,10,1,2,1,0,0
8,50,-4,-1,10,3,2,1,0,0
9,40,1,-1,10,3,3,1,0,0
10,50,6,0,10,1,3,1,0,0
11,40,9,1,10,1,4,1,0,0
12,50,5,1,10,2,4,1,0,0
13,60,8,1,10,1,4,1,0,0
14,50,7,1,10,1,5,1,0,0
15,40,1,1,10,1,6,1,0,0
16,30,-4,0,10,1,7,1,0,0
17,40,0,-1,10,2,7,1,0,0
18,50,-1,0,10,3,7,1,0,0
19,40,3,-1,10,3,8,1,0,0
20,30,-1,0,10,3,9,1,0,0
21,30,-1,-1,10,3,9,2,0,0
22,20,2,-1,10,3,10,2,0,0
23,10,7,0,10,3,11,2,0,0
24,-10,13,2,20,3,12,2,0,0
25,-50,15,4,40,3,13,2,0,0
27,-150,17,5,50,3,15,2,0,1
28,-200,19,5,50,3,16,2,0,1
29,-140,17,6,60,4,16,2,0,1
30,-140,17,5,50,4,16,3,0,1
31,-190,20,5,50,4,17,3,0,1
32,-130,25,6,60,5,17,3,0,1
33,-10,29,12,120,6,17,3,0,1
34,130,34,14,140,7,17,3,0,1
35,300,34,17,170,1,17,3,0,1
36,470,38,17,170,2,17,3,0,1
37,280,36,19,190,2,18,3,0,1
38,460,37,18,180,1,18,3,0,1
39,280,40,18,180,1,19,3,0,1
40,80,45,20,200,1,20,3,0,1
1,10,2,0,10,1,0,0,0,0
2,0,2,0,10,1,1,0,0,0
3,-10,5,0,10,1,2,0,0,0
4,-20,1,0,10,1,3,0,0,0
5,-20,5,0,10,1,3,1,0,0
6,-10,9,1,10,2,3,1,0,0
7,0,9,1,10,2,3,3,0,0
9,25.0,11,1,10,4,3,3,1,0
10,5.0,9,2,20,4,4,3,1,0
11,15.0,9,1,10,5,4,3,1,0
12,5.0,13,1,10,5,5,3,1,0
13,-15.0,14,2,20,5,6,3,1,0
14,5.0,16,2,20,6,6,3,1,0
15,-35.0,18,4,40,6,7,3,1,0
16,-75.0,16,4,40,6,8,3,1,0
18,-45.0,12,3,30,7,9,3,2,0
19,-45.0,14,3,30,7,9,4,2,0
20,-75.0,16,3,30,7,10,4,2,0
22,-75.0,19,4,40,8,11,4,2,1
23,-115.0,24,4,40,8,12,4,2,1
24,-175.0,26,6,60,8,13,4,2,1
25,-95.0,23,8,80,9,13,4,2,1
26,-25.0,24,7,70,1,13,4,2,1
27,-105.0,23,8,80,1,14,4,2,1
29,-255.0,28,8,80,1,16,4,2,2
30,-345.0,31,9,90,1,17,4,2,2
32,-285.0,33,9,90,2,18,4,3,2
33,-175.0,34,11,110,3,18,4,3,2
34,-345.0,29,17,170,3,19,4,3,2
35,-485.0,32,14,140,3,20,4,3,2
36,-485.0,32,16,160,3,20,5,3,2
37,-325.0,32,16,160,1,20,5,3,2
38,-165.0,36,16,160,2,20,5,3,2
39,15.0,34,18,180,1,20,5,3,2
40,-155.0,35,17,170,1,21,5,3,2
41,15.0,36,17,170,2,21,5,3,2
42,195.0,37,18,180,1,21,5,3,2
43,15.0,40,18,180,1,22,5,3,2
1,-10,-2,0,10,0,1,0,0,0
2,-20,0,-1,10,0,2,0,0,0
4,5.0,3,0,10,1,2,0,1,0
5,-5.0,1,0,10,1,3,0,1,0
7,0.0,-3,-1,10,2,4,0,2,0
8,-10.0,1,-1,10,2,5,0,2,0
9,-20.0,1,0,10,2,6,0,2,0
10,-30.0,0,0,10,2,7,0,2,0
11,-20.0,-2,0,10,1,7,0,2,0
12,-30.0,-2,-1,10,1,8,0,2,0
13,-20.0,-4,-1,10,2,8,0,2,0
14,-20.0,-3,-1,10,2,8,1,2,0
15,-30.0,-4,-1,10,2,9,1,2,0
16,-20.0,0,-1,10,3,9,1,2,0
17,-10.0,0,0,10,4,9,1,2,0
19,-30.0,3,0,10,4,11,1,2,1
20,-40.0,6,0,10,4,12,1,2,1
21,-50.0,7,1,10,4,13,1,2,1
22,-40.0,9,1,10,1,13,1,2,1
23,-60.0,11,2,20,1,14,1,2,1
24,-60.0,11,2,20,1,14,2,2,1
25,-60.0,10,3,30,1,14,3,2,1
26,-30.0,14,3,30,2,14,3,2,1
28,-10.0,15,4,40,3,15,3,3,1
29,40.0,16,5,50,1,15,3,3,1
30,90.0,14,5,50,2,15,3,3,1
31,50.0,15,4,40,2,16,3,3,1
32,100.0,16,5,50,1,16,3,3,1
34,135.0,15,4,40,2,17,3,4,1
35,205.0,15,7,70,1,17,3,4,1
36,135.0,19,7,70,1,18,3,4,1
37,45.0,20,9,90,1,19,3,4,1
38,45.0,20,10,100,1,19,4,4,1
39,-55.0,26,10,100,1,20,4,4,1
40,75.0,31,13,130,1,20,4,4,1
42,460.0,31,16,160,1,20,4,5,1
43,310.0,36,15,150,1,21,4,5,1
1,10,1,0,10,1,0,0,0,0
2,20,1,0,10,2,0,0,0,0
3,10,3,0,10,2,1,0,0,0
4,20,4,0,10,1,1,0,0,0
5,30,8,0,10,2,1,0,0,0
6,40,9,1,10,1,1,0,0,0
7,50,13,1,10,1,1,0,0,0
8,30,12,2,20,1,2,0,0,0
9,90,8,2,20,1,2,0,0,0
10,80,7,1,10,1,3,0,0,0
11,80,6,1,10,1,3,1,0,0
12,90,6,1,10,2,3,1,0,0
13,80,3,1,10,2,4,1,0,0
14,70,0,0,10,2,5,1,0,0
15,60,3,0,10,2,6,1,0,0
16,70,6,0,10,3,6,1,0,0
17,70,2,1,10,3,6,2,0,0
18,60,-1,0,10,3,7,2,0,0
19,50,-3,-1,10,3,8,2,0,0
20,60,-4,-1,10,4,8,2,0,0
21,60,-3,-1,10,4,8,3,0,0
22,50,0,-1,10,4,9,3,0,0
23,40,0,0,10,4,10,3,0,0
24,30,-1,0,10,4,11,3,0,0
25,40,-4,-1,10,5,11,3,0,0
26,30,-4,-2,10,5,12,3,0,0
27,20,0,-2,10,5,13,3,0,0
28,30,-1,0,10,6,13,3,0,0
29,20,1,-1,10,6,14,3,0,0
30,30,1,0,10,1,14,3,0,0
31,20,-5,0,10,1,15,3,0,0
32,10,-8,-2,10,1,16,3,0,0
33,20,-12,-4,10,1,16,3,0,0
34,10,-8,-6,10,1,17,3,0,0
35,20,-11,-4,10,1,17,3,0,0
36,10,-9,-6,10,1,18,3,0,0
38,-10,-5,-4,10,1,20,3,0,1
40,-30,-8,-4,10,1,22,3,0,2
41,-40,-10,-4,10,1,23,3,0,2
42,-30,-9,-5,10,2,23,3,0,2
1,10,-2,0,10,1,0,0,0,0
2,0,-2,-1,10,1,1,0,0,0
4,25.0,-2,-1,10,1,1,0,1,0
5,15.0,3,-1,10,1,2,0,1,0
6,25.0,-1,0,10,1,2,0,1,0
7,35.0,-4,-1,10,2,2,0,1,0
8,45.0,-3,-1,10,1,2,0,1,0
9,35.0,-4,-1,10,1,3,0,1,0
10,45.0,-5,-1,10,1,3,0,1,0
13,60.0,-7,-1,10,1,4,0,2,1
14,50.0,-7,-2,10,1,5,0,2,1
15,40.0,-3,-2,10,1,6,0,2,1
16,50.0,-1,-1,10,1,6,0,2,1
17,40.0,-2,-1,10,1,7,0,2,1
18,30.0,1,-1,10,1,8,0,2,1
19,40.0,4,0,10,2,8,0,2,1
20,30.0,2,1,10,2,9,0,2,1
21,20.0,1,0,10,2,10,0,2,1
22,30.0,0,0,10,1,10,0,2,1
23,30.0,-2,0,10,1,10,1,2,1
25,35.0,-3,-1,10,2,11,1,3,1
26,45.0,-4,-1,10,3,11,1,3,1
27,55.0,0,-2,10,1,11,1,3,1
28,45.0,-4,0,10,1,12,1,3,1
29,35.0,1,-2,10,1,13,1,3,1
30,45.0,0,0,10,1,13,1,3,1
31,35.0,0,0,10,1,14,1,3,1
33,35.0,3,0,10,2,15,1,3,2
34,45.0,3,1,10,3,15,1,3,2
35,35.0,5,1,10,3,16,1,3,2
36,15.0,4,2,20,3,17,1,3,2
37,35.0,6,2,20,4,17,1,3,2
38,35.0,7,3,30,4,17,2,3,2
39,65.0,6,3,30,5,17,2,3,2
40,95.0,13,3,30,1,19,2,3,2
41,155.0,13,6,60,1,19,2,3,2
42,215.0,11,6,60,1,19,2,3,2
1,10,-3,0,10,1,0,0,0,0
2,20,-2,-1,10,2,0,0,0,0
3,10,1,-1,10,2,1,0,0,0
4,10,1,0,10,2,1,1,0,0
5,0,-2,0,10,2,2,1,0,0
6,10,-2,-1,10,3,2,1,0,0
7,0,3,-1,10,3,3,1,0,0
8,-10,2,0,10,3,4,1,0,0
9,0,2,0,10,4,4,1,0,0
10,10,2,0,10,5,4,1,0,0
11,0,5,0,10,5,5,1,0,0
12,-10,9,1,10,5,6,1,0,0
13,-20,8,1,10,5,7,1,0,0
15,-10,8,2,20,6,8,1,0,1
16,-30,7,2,20,6,9,1,0,1
17,-40,9,1,10,6,10,1,0,1
18,-20,13,2,20,7,11,1,0,1
19,-50,12,3,30,7,12,1,0,1
20,40,9,3,30,1,12,1,0,1
21,60,12,2,20,2,12,1,0,1
22,100,12,4,40,1,12,1,0,1
23,60,14,4,40,1,13,1,0,1
24,100,12,4,40,1,13,1,0,1
25,60,10,4,40,1,14,1,0,1
26,90,11,3,30,2,14,1,0,1
27,120,14,3,30,3,14,1,0,1
28,80,17,4,40,3,15,1,0,1
29,30,22,5,50,3,16,1,0,1
30,-40,20,7,70,3,17,1,0,1
31,-140,21,10,100,3,18,1,0,1
33,-330,19,9,90,3,20,1,0,2
34,-330,17,9,90,3,20,2,0,2
35,-330,18,8,80,3,20,3,0,2
36,-240,19,9,90,1,20,3,0,2
37,-150,20,9,90,1,20,3,0,2
38,-150,17,10,100,1,20,4,0,2
39,-70,15,8,80,1,20,4,0,2
40,-140,17,7,70,1,21,4,0,2
1,-10,-4,0,10,0,1,0,0,0
2,0,-1,-1,10,1,1,0,0,0
3,10,0,-1,10,2,1,0,0,0
4,20,1,0,10,3,1,0,0,0
5,30,-1,0,10,1,1,0,0,0
6,40,2,-1,10,1,1,0,0,0
7,30,1,0,10,1,2,0,0,0
8,20,-1,0,10,1,3,0,0,0
9,20,0,-1,10,1,3,1,0,0
10,10,5,0,10,1,4,1,0,0
12,15.0,2,1,10,2,5,1,1,0
13,25.0,2,0,10,1,5,1,1,0
14,35.0,2,0,10,2,5,1,1,0
15,45.0,6,0,10,1,5,1,1,0
16,35.0,8,1,10,1,6,1,1,0
17,55.0,9,2,20,2,6,1,1,0
18,35.0,14,2,20,2,7,1,1,0
20,-25.0,15,3,30,2,9,1,1,1
21,5.0,13,3,30,3,9,1,1,1
22,35.0,14,3,30,1,9,1,1,1
23,5.0,17,3,30,1,10,1,1,1
24,45.0,15,4,40,2,10,1,1,1
25,15.0,15,3,30,2,11,1,1,1
26,65.0,16,5,50,3,11,1,1,1
27,115.0,19,5,50,1,11,1,1,1
28,55.0,16,6,60,1,12,1,1,1
29,5.0,18,5,50,1,13,1,1,1
30,65.0,20,6,60,2,13,1,1,1
31,5.0,23,6,60,2,14,1,1,1
32,75.0,22,7,70,3,14,1,1,1
33,185.0,19,11,110,1,14,1,1,1
34,275.0,21,9,90,2,14,1,1,1
37,560.0,19,9,90,4,14,2,3,1
38,650.0,15,9,90,1,14,2,3,1
39,720.0,18,7,70,2,14,2,3,1
40,810.0,18,9,90,3,14,2,3,1
41,720.0,18,9,90,3,15,2,3,1
42,630.0,17,9,90,3,16,2,3,1
43,710.0,16,8,80,1,16,2,3,1
1,0,0,0,10,0,0,1,0,0
2,-10,2,0,10,0,1,1,0,0
3,0,6,0,10,1,1,1,0,0
4,0,11,1,10,1,1,2,0,0
5,-20,7,2,20,1,2,2,0,0
6,10,8,1,10,3,2,2,0,0
7,10,11,1,10,3,2,3,0,0
8,30,10,2,20,4,2,3,0,0
9,30,11,2,20,4,2,4,0,0
10,10,12,2,20,4,3,4,0,0
11,30,7,2,20,5,3,4,0,0
12,20,5,1,10,5,4,4,0,0
15,15.0,7,1,10,6,6,4,1,1
16,5.0,7,1,10,6,7,4,1,1
17,-5.0,8,1,10,6,8,4,1,1
18,15.0,11,2,20,1,8,4,1,1
19,-5.0,12,2,20,1,9,4,1,1
20,25.0,12,3,30,1,9,4,1,1
21,-5.0,10,3,30,1,10,4,1,1
22,15.0,16,2,20,1,10,4,1,1
23,-25.0,20,4,40,1,11,4,1,1
24,-75.0,18,5,50,1,12,4,1,1
25,-15.0,21,6,60,1,12,4,1,1
26,-85.0,23,7,70,1,13,4,1,1
27,-155.0,26,7,70,1,16,4,1,1
28,-235.0,24,8,80,1,17,4,1,1
29,-315.0,24,8,80,1,18,4,1,1
30,-235.0,27,8,80,2,18,4,1,1
31,-145.0,26,9,90,3,18,4,1,1
32,-65.0,29,8,80,4,18,4,1,1
33,75.0,28,14,140,5,18,4,1,1
34,-65.0,33,14,140,5,19,4,1,1
35,-225.0,33,16,160,5,20,4,1,1
36,-65.0,33,16,160,6,20,4,1,1
37,95.0,36,16,160,7,20,4,1,1
38,-85.0,36,18,180,7,21,4,1,1
39,95.0,39,18,180,8,21,4,1,1
40,285.0,44,19,190,9,21,4,1,1
41,505.0,46,22,220,10,21,4,1,1
1,10,-1,0,10,1,0,0,0,0
2,0,-1,-1,10,1,1,0,0,0
3,-10,3,-1,10,1,2,0,0,0
5,-30,5,0,10,1,4,0,0,1
6,-20,12,1,10,2,4,0,0,1
7,0,15,2,20,1,4,0,0,1
8,-30,13,3,30,1,5,0,0,1
9,-50,15,2,20,1,6,0,0,1
10,-20,15,3,30,2,6,0,0,1
11,10,15,3,30,3,6,0,0,1
12,-20,18,3,30,3,7,0,0,1
13,-50,15,3,30,3,8,0,0,1
14,-80,13,3,30,3,9,0,0,1
15,-110,11,3,30,3,10,0,0,1
17,-60.0,14,2,20,5,10,0,1,1
18,-90.0,14,3,30,5,11,0,1,1
21,-95.0,6,2,20,6,13,0,2,2
23,-90.0,5,1,10,7,14,0,3,2
24,-100.0,4,1,10,7,15,0,3,2
26,-95.0,3,0,10,8,16,0,4,2
27,-105.0,1,1,10,8,17,0,4,2
28,-115.0,0,0,10,8,18,0,4,2
29,-105.0,0,0,10,1,18,0,4,2
30,-95.0,2,0,10,2,18,0,4,2
31,-105.0,2,0,10,2,19,0,4,2
32,-95.0,6,0,10,1,20,0,4,2
33,-75.0,10,2,20,2,20,0,4,2
34,-125.0,13,5,50,2,21,0,4,2
35,-185.0,8,6,60,2,22,0,4,2
36,-225.0,9,4,40,2,23,0,4,2
37,-265.0,11,4,40,2,24,0,4,2
38,-215.0,17,5,50,3,24,0,4,2
39,-135.0,15,8,80,4,24,0,4,2
40,-65.0,18,7,70,1,24,0,4,2
41,-155.0,19,9,90,1,25,0,4,2
42,-245.0,21,9,90,1,26,0,4,2
1,10,0,0,10,1,0,0,0,0
2,10,1,0,10,1,0,1,0,0
3,0,-1,0,10,1,1,1,0,0
5,-10,6,-1,10,1,2,2,0,1
6,0,7,1,10,2,2,2,0,1
7,10,7,1,10,1,2,2,0,1
8,0,11,1,10,1,3,2,0,1
9,-20,7,2,20,1,4,2,0,1
11,-20,9,1,10,2,5,2,0,2
12,-30,9,1,10,2,6,2,0,2
13,-40,7,1,10,2,7,2,0,2
14,-30,9,1,10,3,7,2,0,2
15,30,11,2,20,5,7,2,0,2
17,50.0,8,1,10,6,8,2,1,2
18,70.0,7,2,20,1,8,2,1,2
19,80.0,10,1,10,2,8,2,1,2
20,100.0,11,2,20,1,8,2,1,2
21,120.0,8,2,20,2,8,2,1,2
22,140.0,8,2,20,1,8,2,1,2
23,160.0,10,2,20,2,8,2,1,2
24,130.0,15,3,30,2,9,2,1,2
25,80.0,14,5,50,2,10,2,1,2
26,120.0,14,4,40,1,10,2,1,2
27,80.0,18,4,40,1,11,2,1,2
28,140.0,16,6,60,1,11,2,1,2
29,190.0,14,5,50,1,11,2,1,2
30,150.0,11,4,40,1,12,2,1,2
31,180.0,12,3,30,1,12,2,1,2
32,220.0,13,4,40,2,12,2,1,2
33,180.0,12,4,40,2,13,2,1,2
34,120.0,16,6,60,2,14,2,1,2
35,40.0,17,8,80,2,15,2,1,2
36,120.0,18,8,80,3,15,2,1,2
37,30.0,16,9,90,3,16,2,1,2
38,-50.0,13,8,80,3,17,2,1,2
39,-110.0,18,6,60,3,18,2,1,2
40,-20.0,20,9,90,1,18,2,1,2
41,-120.0,16,10,100,1,19,2,1,2
1,0,-1,0,10,0,0,1,0,0
2,10,-1,-1,10,1,0,1,0,0
3,0,2,-1,10,1,1,1,0,0
4,-10,-4,0,10,1,2,1,0,0
5,0,-2,-1,10,1,2,1,0,0
7,25.0,0,-1,10,1,2,1,1,0
8,15.0,1,0,10,1,3,1,1,0
9,15.0,1,0,10,1,3,2,1,0
11,30.0,-1,0,10,2,3,3,2,0
12,20.0,-2,-1,10,2,4,3,2,0
13,10.0,-1,-1,10,2,5,3,2,0
14,20.0,-3,-1,10,3,5,3,2,0
15,10.0,-1,-1,10,3,6,3,2,0
16,0.0,-3,-1,10,3,7,3,2,0
17,10.0,-2,-1,10,1,7,3,2,0
18,20.0,-1,-1,10,2,7,3,2,0
19,20.0,2,-1,10,2,7,4,2,0
20,10.0,3,0,10,2,8,4,2,0
21,0.0,4,0,10,2,9,4,2,0
22,-10.0,6,1,10,2,10,4,2,0
23,-20.0,8,1,10,2,11,4,2,0
24,-40.0,7,2,20,2,12,4,2,0
25,-60.0,5,2,20,2,13,4,2,0
26,-50.0,10,1,10,3,13,4,2,0
28,-80.0,10,3,30,3,14,5,2,1
29,-110.0,16,3,30,3,15,5,2,1
30,-110.0,18,5,50,3,15,6,2,1
31,-50.0,17,6,60,1,15,6,2,1
32,0.0,21,5,50,1,15,6,2,1
33,70.0,23,7,70,1,15,6,2,1
34,180.0,22,11,110,2,15,6,2,1
35,70.0,25,11,110,2,16,6,2,1
36,190.0,27,12,120,1,16,6,2,1
37,190.0,28,13,130,1,16,7,2,1
38,50.0,30,14,140,1,17,7,2,1
39,200.0,32,15,150,1,17,7,2,1
40,360.0,28,16,160,1,17,7,2,1
41,360.0,29,14,140,1,17,8,2,1
1,10,3,0,10,1,0,0,0,0
3,15.0,-1,0,10,2,1,0,1,0
4,5.0,1,-1,10,2,2,0,1,0
5,15.0,-1,0,10,1,2,0,1,0
6,25.0,2,-1,10,1,2,0,1,0
7,15.0,2,0,10,1,3,0,1,0
8,25.0,-2,0,10,2,3,0,1,0
9,15.0,1,-1,10,2,4,0,1,0
10,25.0,0,0,10,3,4,0,1,0
11,15.0,1,0,10,3,5,0,1,0
12,25.0,1,0,10,1,6,0,1,0
14,5.0,-2,-1,10,1,8,0,1,1
15,-5.0,1,-1,10,1,9,0,1,1
16,-15.0,7,0,10,1,10,0,1,1
17,-5.0,8,1,10,1,10,0,1,1
18,-25.0,7,2,20,1,11,0,1,1
19,-35.0,5,1,10,1,12,0,1,1
20,-45.0,5,1,10,1,13,0,1,1
21,-35.0,10,1,10,2,13,0,1,1
22,-55.0,7,2,20,2,14,0,1,1
23,-55.0,8,1,10,2,14,1,1,1
24,-75.0,3,2,20,2,15,1,1,1
25,-85.0,7,1,10,2,16,1,1,1
26,-65.0,7,2,20,1,16,1,1,1
28,-85.0,3,1,10,1,17,2,1,2
29,-95.0,0,1,10,1,18,2,1,2
30,-105.0,2,0,10,1,19,2,1,2
31,-115.0,3,0,10,1,20,2,1,2
32,-105.0,4,1,10,2,20,2,1,2
33,-85.0,2,2,20,3,20,2,1,2
34,-75.0,5,1,10,1,20,2,1,2
35,-75.0,6,2,20,1,20,3,1,2
36,-75.0,3,3,30,1,20,4,1,2
37,-85.0,1,1,10,1,21,4,1,2
38,-95.0,3,0,10,1,22,4,1,2
39,-85.0,5,1,10,1,22,4,1,2
40,-105.0,10,2,20,1,23,4,1,2
41,-55.0,14,5,50,2,23,4,1,2
42,15.0,10,7,70,1,23,4,1,2
1,0,-2,0,10,0,0,1,0,0
2,0,-4,-1,10,0,0,2,0,0
3,10,-3,-1,10,1,0,2,0,0
4,0,-1,-1,10,1,1,2,0,0
5,10,1,-1,10,2,1,2,0,0
6,0,-1,0,10,2,2,2,0,0
7,-10,-2,-1,10,2,3,2,0,0
9,-20,-6,-2,10,2,4,3,0,1
10,-10,-3,-2,10,3,4,3,0,1
12,-10,-7,-1,10,4,5,3,0,2
13,-20,-5,-2,10,4,6,3,0,2
14,-10,-4,-1,10,5,6,3,0,2
15,-20,-4,-1,10,5,7,3,0,2
16,-10,-4,-1,10,6,7,3,0,2
17,-20,-5,-1,10,6,8,3,0,2
19,-15.0,-5,-2,10,7,9,3,1,2
20,-25.0,-5,-2,10,7,10,3,1,2
21,-35.0,-6,-2,10,7,11,3,1,2
22,-45.0,-9,-2,10,7,12,3,1,2
23,-35.0,-11,-3,10,1,12,3,1,2
24,-45.0,-8,-3,10,1,13,3,1,2
25,-35.0,-9,-2,10,2,13,3,1,2
27,-10.0,-7,-3,10,4,13,3,2,2
28,-20.0,-8,-3,10,4,14,3,2,2
31,20.0,-10,-4,10,1,14,3,4,2
33,0.0,-11,-4,10,1,16,3,4,3
34,-10.0,-8,-4,10,1,17,3,4,3
35,-20.0,-5,-4,10,1,18,3,4,3
36,-10.0,-3,-3,10,2,18,3,4,3
37,0.0,-4,-2,10,3,18,3,4,3
38,-10.0,0,-2,10,3,19,3,4,3
39,0.0,-3,0,10,4,19,3,4,3
40,-10.0,-3,-2,10,4,20,3,4,3
41,-20.0,-3,-2,10,4,21,3,4,3
42,-30.0,-3,-2,10,4,22,3,4,3
43,-20.0,1,-2,10,1,22,3,4,3
1,-10,0,0,10,0,1,0,0,0
3,-10,1,0,10,1,2,0,0,1
4,-20,-3,0,10,1,3,0,0,1
5,-30,-3,-1,10,1,4,0,0,1
6,-20,-4,-1,10,2,4,0,0,1
7,-10,-2,-1,10,3,4,0,0,1
8,0,-3,-1,10,4,4,0,0,1
9,-10,3,-1,10,4,5,0,0,1
10,-20,8,0,10,4,6,0,0,1
11,-30,12,1,10,4,7,0,0,1
13,-20.0,17,2,20,5,8,0,1,1
14,-20.0,19,3,30,5,10,1,1,1
15,20.0,18,4,40,6,10,1,1,1
17,50.0,13,3,30,7,11,1,2,1
18,80.0,10,3,30,1,11,1,2,1
19,100.0,14,2,20,2,11,1,2,1
20,130.0,15,3,30,3,11,1,2,1
21,160.0,21,3,30,1,11,1,2,1
22,110.0,25,5,50,1,12,1,2,1
23,50.0,26,6,60,1,13,1,2,1
24,110.0,30,6,60,2,13,1,2,1
26,360.0,34,10,100,4,13,1,3,1
27,470.0,34,11,110,1,13,1,3,1
28,580.0,35,11,110,1,13,1,3,1
29,470.0,38,11,110,1,14,1,3,1
30,350.0,37,12,120,1,15,1,3,1
31,230.0,39,12,120,1,16,1,3,1
32,100.0,39,13,130,1,17,1,3,1
33,230.0,39,13,130,1,17,1,3,1
34,230.0,43,19,190,1,17,2,3,1
35,20.0,43,21,210,1,18,2,3,1
36,230.0,41,21,210,1,18,2,3,1
37,30.0,43,20,200,1,19,2,3,1
38,240.0,41,21,210,1,19,2,3,1
39,40.0,41,20,200,1,20,2,3,1
40,-160.0,46,20,200,1,21,2,3,1
42,-620.0,42,23,230,1,23,2,3,2
43,-830.0,45,21,210,1,24,2,3,2
1,-10,4,0,10,0,1,0,0,0
2,0,3,0,10,1,1,0,0,0
3,-10,1,0,10,1,4,0,0,0
4,-20,3,0,10,1,5,0,0,0
5,-30,3,0,10,1,6,0,0,0
6,-20,4,0,10,2,6,0,0,0
7,-10,6,0,10,3,6,0,0,0
10,-40,1,0,10,3,9,0,0,2
11,-40,0,0,10,3,9,1,0,2
12,-30,-2,0,10,4,9,1,0,2
13,-40,-1,-1,10,4,10,1,0,2
14,-50,0,-1,10,4,11,1,0,2
15,-60,0,0,10,4,12,1,0,2
17,-35.0,-2,-1,10,6,12,1,1,2
18,-25.0,3,-1,10,1,12,1,1,2
19,-35.0,4,0,10,1,13,1,1,2
20,-25.0,9,1,10,2,13,1,1,2
24,95.0,6,3,30,6,13,1,4,2
25,115.0,7,2,20,1,13,1,4,2
26,135.0,7,2,20,2,13,1,4,2
27,155.0,5,2,20,1,13,1,4,2
29,180.0,3,1,10,1,13,1,5,2
30,180.0,2,1,10,1,13,2,5,2
31,170.0,1,0,10,1,14,2,5,2
32,180.0,0,0,10,2,14,2,5,2
33,170.0,3,0,10,2,15,2,5,2
34,170.0,5,1,10,2,16,3,5,2
35,150.0,5,2,20,2,17,3,5,2
36,170.0,9,2,20,1,19,3,5,2
37,130.0,11,4,40,1,20,3,5,2
38,180.0,13,5,50,2,20,3,5,2
39,120.0,12,6,60,2,21,3,5,2
40,180.0,17,6,60,3,21,3,5,2
1,0,-2,0,10,0,0,1,0,0
2,-10,1,-1,10,0,1,1,0,0
3,-20,5,0,10,0,2,1,0,0
4,-10,3,0,10,1,2,1,0,0
5,0,3,0,10,1,2,1,0,0
6,-10,3,0,10,1,3,1,0,0
7,0,3,0,10,1,3,1,0,0
8,10,3,0,10,2,3,1,0,0
9,20,5,0,10,1,3,1,0,0
10,20,3,1,10,1,3,2,0,0
11,10,4,0,10,1,4,2,0,0
12,20,6,0,10,1,4,2,0,0
13,10,5,1,10,1,5,2,0,0
14,20,3,1,10,1,5,2,0,0
16,0,5,0,10,1,7,2,0,1
17,-10,7,1,10,1,8,2,0,1
18,-20,9,1,10,1,9,2,0,1
19,0,8,2,20,2,9,2,0,1
20,20,11,2,20,1,9,2,0,1
21,40,14,2,20,2,9,2,0,1
22,10,19,3,30,2,10,2,0,1
23,50,21,4,40,3,10,2,0,1
24,-20,26,7,70,3,11,2,0,1
25,60,23,8,80,3,11,4,0,1
26,-10,25,7,70,3,12,4,0,1
29,-70.0,31,9,90,4,14,4,1,2
30,30.0,34,10,100,5,14,4,1,2
32,295.0,30,10,100,1,14,4,2,2
33,195.0,35,10,100,1,15,4,2,2
34,365.0,30,17,170,2,15,4,2,2
35,515.0,33,15,150,3,15,4,2,2
36,355.0,31,16,160,3,16,4,2,2
37,505.0,31,15,150,1,16,4,2,2
38,505.0,33,15,150,1,16,5,2,2
39,665.0,34,16,160,2,16,5,2,2
40,835.0,38,17,170,3,16,5,2,2
41,1025.0,43,19,190,1,16,5,2,2
1,-10,1,0,10,0,1,0,0,0
2,-20,1,0,10,0,3,0,0,0
3,-30,4,0,10,0,4,0,0,0
4,-20,5,0,10,1,4,0,0,0
5,-30,4,0,10,1,5,0,0,0
6,-40,7,0,10,1,6,0,0,0
7,-30,5,1,10,2,6,0,0,0
8,0,11,1,10,4,6,0,0,0
9,-20,12,2,20,4,7,0,0,0
10,-40,17,2,20,4,8,0,0,0
11,-10,17,3,30,5,8,0,0,0
12,-40,15,3,30,5,9,0,0,0
13,-70,15,3,30,5,10,0,0,0
14,-40,18,3,30,1,10,0,0,0
15,-40,19,4,40,1,10,1,0,0
16,0,17,4,40,1,10,1,0,0
17,0,17,4,40,1,10,2,0,0
18,-40,21,4,40,1,11,2,0,0
19,-90,21,5,50,1,12,2,0,0
20,-40,22,5,50,1,12,2,0,0
21,-90,18,5,50,1,13,2,0,0
22,-130,21,4,40,1,14,2,0,0
23,-180,17,5,50,1,15,2,0,0
24,-140,19,4,40,1,15,2,0,0
25,-80,20,6,60,2,15,2,0,0
26,-20,24,6,60,3,15,2,0,0
27,-100,23,8,80,3,16,2,0,0
28,-170,19,7,70,3,17,2,0,0
31,-200.0,23,5,50,4,19,2,1,1
32,-200.0,25,7,70,4,19,3,1,1
33,-280.0,24,8,80,4,20,3,1,1
34,-160.0,27,12,120,5,20,3,1,1
